label,sub_type,r,g,b,rg_ratio
Tomato,Tomato Cherry Yellow 1,194.05,153.83,88.03,1.2614
Tomato,Tomato Cherry Yellow 1,188.0,152.22,90.81,1.2351
Tomato,Tomato Cherry Yellow 1,193.43,153.65,88.3,1.2589
Tomato,Tomato Cherry Yellow 1,194.3,154.15,91.17,1.2605
Tomato,Tomato Cherry Yellow 1,188.69,147.15,76.48,1.2823
Tomato,Tomato Cherry Yellow 1,187.21,148.17,81.7,1.2635
Tomato,Tomato Cherry Yellow 1,189.34,146.62,81.21,1.2914
Tomato,Tomato Cherry Yellow 1,187.61,144.6,75.95,1.2974
Tomato,Tomato Cherry Yellow 1,188.7,152.57,91.84,1.2368
Tomato,Tomato Cherry Yellow 1,185.29,149.42,88.85,1.2401
Tomato,Tomato Cherry Yellow 1,184.26,148.35,85.05,1.242
Tomato,Tomato Cherry Yellow 1,190.68,147.76,79.48,1.2905
Tomato,Tomato Cherry Yellow 1,185.88,147.36,80.87,1.2615
Tomato,Tomato Cherry Yellow 1,184.75,149.62,87.8,1.2348
Tomato,Tomato Cherry Yellow 1,191.41,153.69,90.9,1.2454
Tomato,Tomato Cherry Yellow 1,190.42,152.31,88.1,1.2502
Tomato,Tomato Cherry Yellow 1,190.06,147.18,77.6,1.2914
Tomato,Tomato Cherry Yellow 1,194.31,154.34,88.89,1.259
Tomato,Tomato Cherry Yellow 1,191.85,155.13,93.17,1.2368
Tomato,Tomato Cherry Yellow 1,186.04,150.99,89.83,1.2321
Tomato,Tomato Cherry Yellow 1,185.46,147.45,81.21,1.2578
Tomato,Tomato Cherry Yellow 1,187.04,153.75,96.64,1.2165
Tomato,Tomato Cherry Yellow 1,192.24,151.65,86.73,1.2676
Tomato,Tomato Cherry Yellow 1,186.53,148.11,81.72,1.2594
Tomato,Tomato Cherry Yellow 1,185.18,149.61,89.25,1.2378
Tomato,Tomato Cherry Yellow 1,187.61,153.26,93.93,1.2241
Tomato,Tomato Cherry Yellow 1,184.48,147.64,82.79,1.2495
Tomato,Tomato Cherry Yellow 1,184.94,149.75,87.75,1.235
Tomato,Tomato Cherry Yellow 1,189.83,147.4,77.61,1.2879
Tomato,Tomato Cherry Yellow 1,189.79,148.02,77.91,1.2822
Tomato,Tomato Cherry Yellow 1,193.58,152.75,86.41,1.2673
Tomato,Tomato Cherry Yellow 1,185.0,149.31,87.03,1.2391
Tomato,Tomato Cherry Yellow 1,194.19,154.28,88.53,1.2586
Tomato,Tomato Cherry Yellow 1,188.34,152.61,91.11,1.2342
Tomato,Tomato Cherry Yellow 1,193.53,152.88,88.86,1.2659
Tomato,Tomato Cherry Yellow 1,184.78,149.2,86.86,1.2384
Tomato,Tomato Cherry Yellow 1,192.55,151.94,87.29,1.2673
Tomato,Tomato Cherry Yellow 1,185.52,148.79,87.02,1.2468
Tomato,Tomato Cherry Yellow 1,188.91,153.02,92.57,1.2346
Tomato,Tomato Cherry Yellow 1,184.56,148.32,85.53,1.2443
Tomato,Tomato Cherry Yellow 1,184.84,144.2,76.5,1.2818
Tomato,Tomato Cherry Yellow 1,190.43,147.63,80.5,1.2899
Tomato,Tomato Cherry Yellow 1,193.89,153.22,87.25,1.2655
Tomato,Tomato Cherry Yellow 1,189.93,147.25,77.36,1.2898
Tomato,Tomato Cherry Yellow 1,191.22,148.83,83.31,1.2848
Tomato,Tomato Cherry Yellow 1,188.42,155.43,98.5,1.2123
Tomato,Tomato Cherry Yellow 1,188.84,146.64,81.48,1.2878
Tomato,Tomato Cherry Yellow 1,184.56,146.32,82.29,1.2614
Tomato,Tomato Cherry Yellow 1,194.14,154.23,91.37,1.2588
Tomato,Tomato Cherry Yellow 1,190.02,146.69,78.18,1.2954
Tomato,Tomato Cherry Yellow 1,187.39,151.78,90.12,1.2346
Tomato,Tomato Cherry Yellow 1,191.4,154.78,92.96,1.2366
Tomato,Tomato Cherry Yellow 1,192.02,153.3,88.09,1.2526
Tomato,Tomato Cherry Yellow 1,191.23,149.02,83.01,1.2833
Tomato,Tomato Cherry Yellow 1,193.47,154.89,92.68,1.249
Tomato,Tomato Cherry Yellow 1,187.21,145.14,76.75,1.2898
Tomato,Tomato Cherry Yellow 1,187.86,144.87,78.65,1.2967
Tomato,Tomato Cherry Yellow 1,185.62,150.47,89.02,1.2336
Tomato,Tomato Cherry Yellow 1,185.93,151.03,91.99,1.2311
Tomato,Tomato Cherry Yellow 1,191.28,151.93,85.47,1.259
Tomato,Tomato Cherry Yellow 1,185.01,148.54,86.29,1.2456
Tomato,Tomato Cherry Yellow 1,189.86,147.26,80.96,1.2893
Tomato,Tomato Cherry Yellow 1,189.01,146.5,81.69,1.2902
Tomato,Tomato Cherry Yellow 1,184.56,148.81,86.05,1.2402
Tomato,Tomato Cherry Yellow 1,188.08,151.62,89.92,1.2404
Tomato,Tomato Cherry Yellow 1,192.33,151.41,86.09,1.2702
Tomato,Tomato Cherry Yellow 1,187.24,153.28,94.01,1.2215
Tomato,Tomato Cherry Yellow 1,184.54,147.58,82.1,1.2505
Tomato,Tomato Cherry Yellow 1,191.28,153.95,91.95,1.2425
Tomato,Tomato Cherry Yellow 1,190.98,154.75,94.25,1.2341
Tomato,Tomato Cherry Yellow 1,192.63,151.67,86.8,1.27
Tomato,Tomato Cherry Yellow 1,188.03,152.06,90.61,1.2366
Tomato,Tomato Cherry Yellow 1,187.89,154.55,96.71,1.2158
Tomato,Tomato Cherry Yellow 1,192.01,151.55,86.66,1.267
Tomato,Tomato Cherry Yellow 1,191.3,153.79,91.32,1.2439
Tomato,Tomato Cherry Yellow 1,192.87,154.8,92.73,1.2459
Tomato,Tomato Cherry Yellow 1,187.48,148.24,81.6,1.2647
Tomato,Tomato Cherry Yellow 1,187.21,153.21,94.22,1.222
Tomato,Tomato Cherry Yellow 1,185.43,150.73,91.95,1.2302
Tomato,Tomato Cherry Yellow 1,184.14,147.53,82.73,1.2482
Tomato,Tomato Cherry Yellow 1,184.51,149.15,89.15,1.2371
Tomato,Tomato Cherry Yellow 1,191.61,150.98,85.12,1.2691
Tomato,Tomato Cherry Yellow 1,191.33,155.27,95.49,1.2322
Tomato,Tomato Cherry Yellow 1,192.73,151.96,87.32,1.2683
Tomato,Tomato Cherry Yellow 1,190.81,148.2,80.13,1.2876
Tomato,Tomato Cherry Yellow 1,185.66,149.16,87.58,1.2447
Tomato,Tomato Cherry Yellow 1,184.77,144.45,76.98,1.2791
Tomato,Tomato Cherry Yellow 1,189.09,146.51,81.13,1.2906
Tomato,Tomato Cherry Yellow 1,185.95,152.26,94.02,1.2213
Tomato,Tomato Cherry Yellow 1,183.74,147.35,82.99,1.247
Tomato,Tomato Cherry Yellow 1,189.6,152.32,89.59,1.2447
Tomato,Tomato Cherry Yellow 1,189.48,146.83,81.22,1.2905
Tomato,Tomato Cherry Yellow 1,186.97,143.34,74.51,1.3043
Tomato,Tomato Cherry Yellow 1,194.25,154.15,91.37,1.2602
Tomato,Tomato Cherry Yellow 1,193.65,153.58,90.03,1.2609
Tomato,Tomato Cherry Yellow 1,187.98,146.04,78.22,1.2872
Tomato,Tomato Cherry Yellow 1,189.97,147.19,81.19,1.2906
Tomato,Tomato Cherry Yellow 1,186.33,144.89,77.77,1.286
Tomato,Tomato Cherry Yellow 1,189.61,146.58,76.97,1.2936
Tomato,Tomato Cherry Yellow 1,194.83,154.95,89.99,1.2574
Tomato,Tomato Cherry Yellow 1,187.95,146.79,79.48,1.2804
Tomato,Tomato Cherry Yellow 1,190.79,153.34,90.62,1.2442
Tomato,Tomato Cherry Yellow 1,190.09,147.22,79.53,1.2912
Tomato,Tomato Cherry Yellow 1,188.14,145.41,78.41,1.2939
Tomato,Tomato Cherry Yellow 1,193.61,153.17,87.21,1.264
Tomato,Tomato Cherry Yellow 1,194.38,154.41,91.53,1.2588
Tomato,Tomato Cherry Yellow 1,194.71,154.66,91.08,1.259
Tomato,Tomato Cherry Yellow 1,194.36,154.5,90.88,1.258
Tomato,Tomato Cherry Yellow 1,189.73,146.39,77.69,1.2961
Tomato,Tomato Cherry Yellow 1,187.21,143.99,75.17,1.3001
Tomato,Tomato Cherry Yellow 1,193.19,154.87,92.77,1.2475
Tomato,Tomato Cherry Yellow 1,163.76,123.56,64.6,1.3253
Tomato,Tomato Cherry Yellow 1,187.84,152.91,92.42,1.2284
Tomato,Tomato Cherry Yellow 1,185.35,148.75,86.75,1.2461
Tomato,Tomato Cherry Yellow 1,185.18,144.34,76.67,1.283
Tomato,Tomato Cherry Yellow 1,184.4,144.2,76.52,1.2788
Tomato,Tomato Cherry Yellow 1,190.86,148.3,80.89,1.2869
Tomato,Tomato Cherry Yellow 1,188.63,152.86,92.16,1.234
Tomato,Tomato Cherry Yellow 1,187.97,145.54,76.96,1.2915
Tomato,Tomato Cherry Yellow 1,186.95,143.37,75.91,1.304
Tomato,Tomato Cherry Yellow 1,188.42,151.16,89.06,1.2465
Tomato,Tomato Cherry Yellow 1,185.59,149.17,87.21,1.2441
Tomato,Tomato Cherry Yellow 1,194.86,155.18,90.7,1.2557
Tomato,Tomato Cherry Yellow 1,190.75,153.74,91.94,1.2407
Tomato,Tomato Cherry Yellow 1,190.12,147.66,77.93,1.2875
Tomato,Tomato Cherry Yellow 1,191.02,148.86,83.49,1.2832
Tomato,Tomato Cherry Yellow 1,186.27,144.99,77.82,1.2847
Tomato,Tomato Cherry Yellow 1,184.76,147.72,82.53,1.2507
Tomato,Tomato Cherry Yellow 1,187.59,153.41,94.34,1.2228
Tomato,Tomato Cherry Yellow 1,193.37,153.53,88.18,1.2595
Pear,Pear 3,160.31,142.6,119.87,1.1242
Pear,Pear 3,155.16,142.73,126.11,1.087
Pear,Pear 3,147.93,131.14,113.23,1.128
Pear,Pear 3,155.85,141.73,122.39,1.0997
Pear,Pear 3,151.12,133.18,114.38,1.1348
Pear,Pear 3,156.77,142.32,122.74,1.1015
Pear,Pear 3,150.03,136.12,119.39,1.1022
Pear,Pear 3,160.38,148.04,132.39,1.0833
Pear,Pear 3,158.32,146.23,132.92,1.0827
Pear,Pear 3,160.3,148.01,132.05,1.083
Pear,Pear 3,163.79,146.48,124.11,1.1182
Pear,Pear 3,147.88,132.21,114.66,1.1185
Pear,Pear 3,156.25,142.98,126.07,1.0928
Pear,Pear 3,160.02,147.56,131.36,1.0845
Pear,Pear 3,153.82,135.41,115.21,1.136
Pear,Pear 3,160.32,142.22,120.76,1.1273
Pear,Pear 3,148.21,133.41,116.1,1.1109
Pear,Pear 3,148.14,130.81,112.6,1.1325
Pear,Pear 3,156.66,138.1,117.25,1.1344
Pear,Pear 3,160.75,148.35,133.05,1.0836
Pear,Pear 3,158.69,143.34,122.38,1.1071
Pear,Pear 3,147.67,130.69,112.72,1.13
Pear,Pear 3,158.17,146.39,129.84,1.0804
Pear,Pear 3,149.97,136.68,119.77,1.0972
Pear,Pear 3,158.9,146.72,132.99,1.083
Pear,Pear 3,147.3,131.56,113.69,1.1196
Pear,Pear 3,159.09,146.63,132.53,1.085
Pear,Pear 3,156.34,142.59,123.97,1.0965
Pear,Pear 3,149.39,131.74,112.99,1.134
Pear,Pear 3,155.53,141.51,122.66,1.0991
Pear,Pear 3,159.11,140.6,119.07,1.1317
Pear,Pear 3,148.56,131.28,113.01,1.1316
Pear,Pear 3,160.5,148.36,134.69,1.0819
Pear,Pear 3,150.8,132.95,114.31,1.1343
Pear,Pear 3,155.4,142.82,126.55,1.0881
Pear,Pear 3,162.81,146.26,124.33,1.1132
Pear,Pear 3,156.68,142.32,123.06,1.1009
Pear,Pear 3,151.1,136.7,119.81,1.1054
Pear,Pear 3,158.22,139.91,118.53,1.1309
Pear,Pear 3,160.11,148.0,134.26,1.0818
Pear,Pear 3,156.48,144.22,127.74,1.085
Pear,Pear 3,160.64,148.25,133.88,1.0836
Pear,Pear 3,159.86,141.29,119.54,1.1314
Pear,Pear 3,146.72,129.89,111.9,1.1296
Pear,Pear 3,153.06,142.58,131.48,1.0735
Pear,Pear 3,147.71,131.78,114.19,1.1209
Pear,Pear 3,160.03,147.47,131.42,1.0852
Pear,Pear 3,157.48,138.7,117.51,1.1354
Pear,Pear 3,162.59,144.61,122.15,1.1243
Pear,Pear 3,146.02,129.6,111.52,1.1267
Pear,Pear 3,148.1,131.32,113.67,1.1278
Pear,Pear 3,148.12,134.31,117.11,1.1028
Pear,Pear 3,146.51,131.96,114.68,1.1102
Pear,Pear 3,162.53,145.7,123.65,1.1155
Pear,Pear 3,163.59,145.91,123.28,1.1212
Pear,Pear 3,159.41,147.69,131.59,1.0794
Pear,Pear 3,155.91,137.5,116.94,1.1339
Pear,Pear 3,156.39,138.04,117.18,1.133
Pear,Pear 3,155.4,143.35,127.35,1.0841
Pear,Pear 3,151.3,137.18,119.88,1.1029
Pear,Pear 3,147.67,132.37,114.72,1.1155
Pear,Pear 3,146.06,131.44,113.94,1.1112
Pear,Pear 3,153.48,143.02,131.96,1.0731
Pear,Pear 3,152.36,134.17,114.72,1.1356
Pear,Pear 3,160.55,142.68,120.02,1.1253
Pear,Pear 3,161.99,143.96,121.77,1.1252
Pear,Pear 3,147.49,131.6,113.88,1.1207
Pear,Pear 3,154.42,135.91,115.48,1.1361
Pear,Pear 3,153.22,140.67,123.8,1.0892
Pear,Pear 3,153.36,142.07,127.86,1.0795
Pear,Pear 3,156.39,137.76,116.77,1.1352
Pear,Pear 3,146.28,130.0,112.16,1.1252
Pear,Pear 3,146.62,131.46,114.04,1.1153
Pear,Pear 3,155.59,142.25,124.12,1.0938
Pear,Pear 3,145.88,128.81,110.48,1.1326
Pear,Pear 3,146.65,131.39,113.71,1.1162
Pear,Pear 3,155.95,143.98,130.9,1.0831
Pear,Pear 3,159.94,148.51,133.32,1.077
Pear,Pear 3,153.17,141.37,126.59,1.0835
Pear,Pear 3,145.57,130.55,112.86,1.115
Pear,Pear 3,163.22,145.33,122.77,1.123
Pear,Pear 3,156.5,145.27,131.28,1.0773
Pear,Pear 3,161.85,143.57,121.6,1.1273
Pear,Pear 3,148.09,131.09,113.19,1.1297
Pear,Pear 3,162.57,144.59,121.63,1.1243
Pear,Pear 3,160.6,144.57,122.86,1.1109
Pear,Pear 3,148.32,133.9,116.51,1.1077
Pear,Pear 3,161.79,143.72,121.42,1.1258
Pear,Pear 3,149.95,136.34,119.44,1.0999
Pear,Pear 3,147.65,132.18,114.75,1.117
Pear,Pear 3,147.37,131.58,113.74,1.12
Pear,Pear 3,158.29,146.5,130.12,1.0805
Pear,Pear 3,157.96,139.59,118.39,1.1316
Pear,Pear 3,156.1,142.77,125.91,1.0933
Pear,Pear 3,161.24,143.61,121.46,1.1228
Pear,Pear 3,149.0,134.05,116.76,1.1115
Pear,Pear 3,157.97,146.55,132.33,1.078
Pear,Pear 3,153.47,135.21,115.42,1.135
Pear,Pear 3,148.18,132.53,114.89,1.118
Pear,Pear 3,157.02,144.99,128.28,1.083
Pear,Pear 3,157.66,144.49,127.78,1.0912
Pear,Pear 3,155.51,143.29,127.08,1.0853
Pear,Pear 3,161.66,143.44,120.4,1.127
Pear,Pear 3,156.32,143.37,125.9,1.0903
Pear,Pear 3,152.35,134.24,114.95,1.1349
Pear,Pear 3,155.34,136.99,116.82,1.134
Pear,Pear 3,156.32,144.52,131.65,1.0817
Pear,Pear 3,146.77,130.41,112.45,1.1254
Pear,Pear 3,163.61,146.74,124.53,1.115
Pear,Pear 3,162.89,145.73,123.38,1.1177
Pear,Pear 3,159.9,147.39,131.05,1.0849
Pear,Pear 3,155.07,141.74,124.76,1.0941
Pear,Pear 3,154.44,136.28,117.0,1.1332
Pear,Pear 3,159.85,147.34,130.82,1.0849
Pear,Pear 3,152.79,140.13,123.32,1.0903
Pear,Pear 3,156.5,144.88,130.6,1.0802
Pear,Pear 3,158.29,145.23,128.38,1.0899
Pear,Pear 3,161.27,143.09,120.22,1.1271
Pear,Pear 3,156.82,143.73,126.95,1.0911
Pear,Pear 3,160.74,144.27,122.51,1.1141
Pear,Pear 3,162.0,144.15,121.13,1.1238
Pear,Pear 3,152.19,133.98,114.8,1.1359
Pear,Pear 3,163.83,146.53,124.01,1.118
Pear,Pear 3,148.7,131.07,112.71,1.1345
Pear,Pear 3,159.55,141.09,119.02,1.1308
Pear,Pear 3,162.63,145.49,123.11,1.1178
Pear,Pear 3,146.64,130.05,112.08,1.1275
Pear,Pear 3,153.45,134.89,114.95,1.1375
Pear,Pear 3,155.5,142.76,125.66,1.0893
Pear,Pear 3,156.82,138.1,117.2,1.1356
Pear,Pear 3,147.58,131.78,114.14,1.1199
Pear,Pear 3,160.7,142.56,120.68,1.1272
Pear,Pear 3,158.02,143.25,123.15,1.1031
Pear,Pear 3,148.19,132.72,115.4,1.1166
Pear,Pear 3,156.25,137.61,117.04,1.1355
Pear,Pear 3,157.53,138.83,117.26,1.1347
Pear,Pear 3,150.7,133.21,114.46,1.1313
Pear,Pear 3,148.17,132.17,114.61,1.121
Pear,Pear 3,155.68,143.28,126.72,1.0865
Pear,Pear 3,158.28,143.44,122.89,1.1035
Pear,Pear 3,162.31,145.44,123.07,1.116
Pear,Pear 3,146.65,129.93,112.08,1.1286
Pear,Pear 3,160.72,142.91,120.1,1.1246
Pear,Pear 3,147.0,132.29,114.58,1.1112
Pear,Pear 3,158.81,147.33,131.08,1.0779
Pear,Pear 3,154.32,140.67,123.77,1.097
Pear,Pear 3,148.87,134.38,117.1,1.1079
Pear,Pear 3,161.11,148.88,134.2,1.0822
Pear,Pear 3,153.01,141.49,126.92,1.0814
Pear,Pear 3,158.19,142.71,121.78,1.1084
Pear,Pear 3,153.16,141.84,127.69,1.0799
Pear,Pear 3,158.05,145.15,128.3,1.0889
Pear,Pear 3,145.85,130.83,113.44,1.1148
Pear,Pear 3,154.81,142.91,127.5,1.0833
Pear,Pear 3,157.64,142.39,121.59,1.1071
Pear,Pear 3,152.95,141.5,127.21,1.0809
Pear,Pear 3,159.11,147.46,133.09,1.079
Pear,Pear 3,159.75,148.37,133.44,1.0767
Pear,Pear 3,148.84,133.26,115.81,1.1169
Pear,Pear 3,146.89,132.24,115.11,1.1108
Pear,Pear 3,154.78,136.55,116.48,1.1335
Pear,Pear 3,159.92,148.33,132.97,1.0781
Pear,Pear 3,151.24,137.15,120.03,1.1028
Pear,Pear 3,146.74,130.38,112.53,1.1255
Pear,Pear 3,163.56,146.51,124.4,1.1164
Pear,Pear 3,146.34,129.68,111.67,1.1285
Pear,Pear 3,151.6,133.75,114.49,1.1335
Pear,Pear 3,153.82,141.22,124.6,1.0893
Pear,Pear 3,154.92,141.99,124.58,1.0911
Pear,Pear 3,150.16,136.75,119.73,1.0981
Pear,Pear 3,148.33,130.83,112.7,1.1337
Pear,Pear 3,161.32,145.61,124.11,1.1079
Pear,Pear 3,159.85,141.29,119.01,1.1313
Pear,Pear 3,162.81,146.18,124.22,1.1137
Pear,Pear 3,148.84,131.25,112.7,1.134
Pear,Pear 3,161.87,145.59,123.88,1.1118
Pear,Pear 3,155.48,142.14,124.36,1.0939
Pear,Pear 3,146.28,131.58,114.22,1.1117
Pear,Pear 3,159.82,143.89,122.49,1.1107
Pear,Pear 3,159.97,148.48,133.37,1.0773
Pear,Pear 3,151.72,137.7,120.45,1.1018
Pear,Pear 3,161.21,149.01,134.01,1.0819
Pear,Pear 3,158.99,147.45,131.48,1.0782
Pear,Pear 3,154.58,141.98,125.4,1.0887
Pear,Pear 3,148.4,131.25,113.34,1.1306
Pear,Pear 3,152.37,139.23,122.75,1.0943
Pear,Pear 3,158.29,139.8,118.27,1.1323
Pear,Pear 3,160.38,142.45,120.67,1.1259
Pear,Pear 3,150.72,133.02,114.61,1.133
Pear,Pear 3,157.5,145.83,131.49,1.08
Pear,Pear 3,146.93,131.47,113.75,1.1176
Pear,Pear 3,156.34,144.16,131.22,1.0845
Pear,Pear 3,157.1,143.3,124.45,1.0963
Pear,Pear 3,159.58,147.9,133.46,1.079
Pear,Pear 3,159.17,147.72,133.23,1.0776
Pear,Pear 3,152.9,141.41,126.64,1.0813
Pear,Pear 3,147.57,132.06,114.37,1.1174
Pear,Pear 3,154.37,142.51,127.0,1.0832
Pear,Pear 3,155.3,142.41,124.48,1.0905
Pear,Pear 3,155.5,143.36,126.64,1.0847
Pear,Pear 3,146.54,137.85,128.77,1.063
Pear,Pear 3,154.58,141.05,124.11,1.0959
Pear,Pear 3,159.9,147.43,133.0,1.0846
Pear,Pear 3,161.06,148.79,133.6,1.0825
Pear,Pear 3,161.46,143.72,121.58,1.1234
Pear,Pear 3,153.89,141.99,126.74,1.0838
Pear,Pear 3,159.68,148.27,132.57,1.0769
Pear,Pear 3,159.12,147.36,131.66,1.0798
Pear,Pear 3,161.22,143.27,121.37,1.1252
Pear,Pear 3,161.94,146.4,125.43,1.1061
Pear,Pear 3,161.69,145.05,122.9,1.1147
Pear,Pear 3,158.7,146.61,133.68,1.0824
Pear,Pear 3,152.62,139.71,123.05,1.0923
Pear,Pear 3,157.57,142.75,122.37,1.1038
Pear,Pear 3,151.45,133.74,114.73,1.1325
Pear,Pear 9,103.57,98.45,83.02,1.0521
Pear,Pear 9,127.46,122.46,104.93,1.0408
Pear,Pear 9,120.37,115.79,93.72,1.0396
Pear,Pear 9,119.33,114.4,101.35,1.0432
Pear,Pear 9,111.02,107.44,85.33,1.0333
Pear,Pear 9,126.75,121.81,104.7,1.0405
Pear,Pear 9,131.48,122.35,103.26,1.0746
Pear,Pear 9,123.88,119.25,105.47,1.0388
Pear,Pear 9,114.27,109.21,87.35,1.0463
Pear,Pear 9,122.82,117.88,96.72,1.0419
Pear,Pear 9,127.29,122.23,102.73,1.0414
Pear,Pear 9,124.33,116.95,99.06,1.0631
Pear,Pear 9,130.12,120.96,101.47,1.0758
Pear,Pear 9,138.79,131.24,111.07,1.0575
Pear,Pear 9,115.41,111.5,93.09,1.0351
Pear,Pear 9,129.09,120.31,101.58,1.073
Pear,Pear 9,106.7,99.72,80.87,1.07
Pear,Pear 9,116.38,112.31,89.64,1.0363
Pear,Pear 9,111.5,105.77,92.61,1.0542
Pear,Pear 9,123.99,117.19,98.46,1.058
Pear,Pear 9,106.86,99.53,81.09,1.0736
Pear,Pear 9,118.95,114.64,92.43,1.0375
Pear,Pear 9,116.37,111.02,98.4,1.0482
Pear,Pear 9,122.41,116.95,103.42,1.0466
Pear,Pear 9,105.48,100.75,83.47,1.0469
Pear,Pear 9,129.22,125.57,104.27,1.0291
Pear,Pear 9,112.86,104.42,85.93,1.0808
Pear,Pear 9,107.38,103.23,81.47,1.0402
Pear,Pear 9,136.73,129.65,109.36,1.0547
Pear,Pear 9,116.06,112.13,94.12,1.035
Pear,Pear 9,135.94,128.39,108.22,1.0587
Pear,Pear 9,134.68,126.12,105.85,1.0678
Pear,Pear 9,122.16,118.16,95.48,1.0338
Pear,Pear 9,125.6,117.35,100.26,1.0703
Pear,Pear 9,102.61,98.37,74.83,1.043
Pear,Pear 9,107.57,103.61,81.71,1.0382
Pear,Pear 9,124.9,120.05,103.78,1.0404
Pear,Pear 9,121.15,116.5,102.92,1.0399
Pear,Pear 9,122.4,117.52,104.15,1.0416
Pear,Pear 9,116.95,110.56,98.23,1.0578
Pear,Pear 9,122.76,118.81,96.81,1.0332
Pear,Pear 9,130.97,124.31,103.29,1.0536
Pear,Pear 9,108.06,102.03,82.92,1.0591
Pear,Pear 9,117.35,112.1,99.53,1.0468
Pear,Pear 9,112.63,107.62,86.57,1.0466
Pear,Pear 9,138.74,131.17,111.2,1.0577
Pear,Pear 9,122.76,115.28,97.57,1.0649
Pear,Pear 9,136.6,128.17,108.13,1.0657
Pear,Pear 9,111.7,106.19,92.86,1.0519
Pear,Pear 9,133.93,129.27,105.53,1.0361
Pear,Pear 9,112.55,108.29,87.2,1.0393
Pear,Pear 9,129.77,125.98,104.24,1.0301
Pear,Pear 9,129.17,123.94,104.94,1.0422
Pear,Pear 9,124.68,117.5,103.85,1.0611
Pear,Pear 9,106.86,99.72,81.05,1.0716
Pear,Pear 9,113.91,110.23,90.44,1.0334
Pear,Pear 9,107.5,103.26,81.39,1.041
Pear,Pear 9,137.06,129.29,109.05,1.0601
Pear,Pear 9,106.23,100.85,88.11,1.0534
Pear,Pear 9,124.14,115.35,97.59,1.0761
Pear,Pear 9,126.2,117.33,99.63,1.0756
Pear,Pear 9,130.68,123.17,108.51,1.061
Pear,Pear 9,125.13,120.4,104.51,1.0393
Pear,Pear 9,119.99,115.85,93.28,1.0357
Pear,Pear 9,121.92,117.29,96.84,1.0394
Pear,Pear 9,133.86,129.31,105.26,1.0352
Pear,Pear 9,123.74,118.41,97.83,1.045
Pear,Pear 9,114.47,108.98,96.41,1.0503
Pear,Pear 9,111.05,103.76,90.4,1.0703
Pear,Pear 9,125.75,116.79,98.58,1.0767
Pear,Pear 9,117.23,112.45,91.3,1.0425
Pear,Pear 9,114.58,107.4,94.42,1.0668
Pear,Pear 9,129.99,126.4,104.94,1.0283
Pear,Pear 9,133.1,128.05,105.91,1.0394
Pear,Pear 9,104.1,98.92,83.53,1.0523
Pear,Pear 9,120.72,116.47,95.9,1.0365
Pear,Pear 9,130.36,126.57,105.27,1.03
Pear,Pear 9,137.23,128.65,108.51,1.0667
Pear,Pear 9,122.45,117.21,102.61,1.0447
Pear,Pear 9,127.3,123.48,102.59,1.0309
Pear,Pear 9,120.53,115.27,93.64,1.0456
Pear,Pear 9,117.45,112.7,91.41,1.0421
Pear,Pear 9,110.18,105.35,84.95,1.0459
Pear,Pear 9,118.81,113.36,92.86,1.0481
Pear,Pear 9,115.55,111.04,91.32,1.0406
Pear,Pear 9,124.94,118.06,99.83,1.0583
Pear,Pear 9,128.99,123.95,104.29,1.0407
Pear,Pear 9,130.23,126.06,101.56,1.0331
Pear,Pear 9,108.78,103.99,83.21,1.0461
Pear,Pear 9,116.95,112.84,95.14,1.0364
Pear,Pear 9,116.52,111.64,89.29,1.0437
Pear,Pear 9,107.58,103.2,81.3,1.0424
Pear,Pear 9,106.42,101.22,88.35,1.0514
Pear,Pear 9,123.99,119.24,103.19,1.0398
Pear,Pear 9,124.01,119.33,105.11,1.0392
Pear,Pear 9,121.3,116.09,102.61,1.0449
Pear,Pear 9,128.75,123.55,104.43,1.0422
Pear,Pear 9,122.13,116.9,101.26,1.0448
Pear,Pear 9,125.87,120.99,104.39,1.0404
Pear,Pear 9,124.63,117.29,99.3,1.0626
Pear,Pear 9,130.07,124.11,102.73,1.0481
Pear,Pear 9,116.1,111.86,88.64,1.0379
Pear,Pear 9,130.45,122.5,106.81,1.0648
Pear,Pear 9,117.17,113.06,95.26,1.0364
Pear,Pear 9,127.62,118.75,100.61,1.0748
Pear,Pear 9,130.49,121.31,101.51,1.0757
Pear,Pear 9,110.78,106.98,83.82,1.0355
Pear,Pear 9,112.56,105.25,91.9,1.0694
Pear,Pear 9,129.34,125.44,103.69,1.0311
Pear,Pear 9,129.58,124.52,106.18,1.0406
Pear,Pear 9,128.99,123.81,104.37,1.0418
Pear,Pear 9,109.84,102.07,83.64,1.0761
Pear,Pear 9,120.44,115.44,102.67,1.0433
Pear,Pear 9,117.93,113.64,95.49,1.0377
Pear,Pear 9,117.18,111.56,99.11,1.0504
Pear,Pear 9,121.54,116.99,96.84,1.0388
Pear,Pear 9,112.53,104.18,85.71,1.0802
Pear,Pear 9,116.9,112.99,95.06,1.0347
Pear,Pear 9,122.67,118.52,98.9,1.0351
Pear,Pear 9,114.75,108.72,96.36,1.0555
Pear,Pear 9,104.22,98.93,83.2,1.0535
Pear,Pear 9,117.45,113.21,94.96,1.0374
Pear,Pear 9,132.1,123.18,103.1,1.0724
Pear,Pear 9,136.88,128.61,108.49,1.0643
Pear,Pear 9,114.63,111.03,91.75,1.0325
Pear,Pear 9,124.77,116.12,98.05,1.0745
